Date,Open,High,Low,Close,Volume
2023-07-20,1290.0,1315.5,1290.0,1309.95,38717624
2023-07-21,1304.5,1307.45,1261.8,1269.4,30239488
2023-07-24,1240.5,1257.45,1234.65,1243.7,23727866
2023-07-25,1247.0,1252.6,1240.0,1242.9,12026020
2023-07-26,1242.5,1273.5,1242.5,1263.1,12911012
2023-07-27,1267.0,1268.8,1245.2,1251.35,17226898
2023-07-28,1256.05,1271.45,1250.3,1263.95,20827852
2023-07-31,1263.95,1276.95,1258.95,1274.65,8551174
2023-08-01,1277.5,1279.5,1252.65,1256.6,9536632
2023-08-02,1254.6,1256.0,1231.8,1243.2,12748214
2023-08-03,1237.65,1250.45,1229.05,1237.95,10168350
2023-08-04,1249.4,1258.0,1235.8,1254.8,22885610
2023-08-07,1260.5,1264.2,1252.5,1261.95,5982870
2023-08-08,1264.0,1267.2,1249.8,1254.3,9844072
2023-08-09,1252.45,1264.5,1240.55,1262.6,11486586
2023-08-10,1262.45,1275.0,1254.25,1268.2,15470598
2023-08-11,1266.2,1279.45,1256.2,1273.55,22179330
2023-08-14,1269.5,1291.15,1262.5,1288.65,9575812
2023-08-16,1275.5,1291.4,1275.5,1287.55,10203112
2023-08-17,1283.55,1289.05,1266.45,1269.0,13673744
2023-08-18,1265.65,1288.8,1254.3,1278.4,18639978
2023-08-21,1269.95,1277.7,1257.8,1260.0,9221746
2023-08-22,1258.45,1268.95,1249.5,1259.7,7713044
2023-08-23,1262.1,1271.45,1258.45,1261.1,9517952
2023-08-24,1269.95,1269.95,1235.5,1239.9,14140020
2023-08-25,1228.0,1252.5,1221.3,1234.2,22222400
2023-08-28,1236.0,1242.0,1215.55,1221.9,12580826
2023-08-29,1226.05,1226.75,1204.05,1210.2,16876644
2023-08-30,1216.0,1221.5,1207.5,1209.05,12168946
2023-08-31,1211.5,1212.5,1199.95,1203.5,21638600
2023-09-01,1203.25,1212.8,1200.8,1206.3,18112842
2023-09-04,1206.3,1211.8,1202.65,1205.35,9347626
2023-09-05,1210.0,1216.95,1206.2,1211.8,8675876
2023-09-06,1210.55,1218.05,1208.65,1214.35,8200370
2023-09-07,1210.85,1219.1,1205.5,1216.0,13652572
2023-09-08,1220.0,1228.0,1211.45,1224.1,23109288
2023-09-11,1226.0,1238.45,1226.0,1237.3,13271074
2023-09-12,1241.5,1241.5,1218.0,1219.45,16255666
2023-09-13,1220.0,1231.3,1213.15,1225.55,12803338
2023-09-14,1230.0,1232.9,1222.5,1226.65,9209636
2023-09-15,1234.0,1234.0,1224.75,1228.95,25468592
2023-09-18,1220.05,1225.5,1216.05,1218.2,7516300
2023-09-20,1211.55,1213.8,1177.5,1191.05,57081884
2023-09-21,1187.45,1195.05,1180.0,1182.4,12226182
2023-09-22,1188.0,1191.2,1175.0,1177.45,19176786
2023-09-25,1175.2,1180.35,1167.55,1170.2,14254884
2023-09-26,1169.3,1175.1,1167.8,1171.25,10087782
2023-09-27,1171.75,1185.9,1169.25,1184.45,11722778
2023-09-28,1191.5,1191.5,1162.5,1167.05,14518346
2023-09-29,1170.9,1184.55,1167.05,1172.5,12342014
2023-10-03,1164.95,1167.8,1158.0,1159.05,8859056
2023-10-04,1154.5,1159.5,1147.55,1157.05,10286386
2023-10-05,1159.65,1164.7,1154.5,1157.05,10953682
2023-10-06,1158.55,1162.4,1156.05,1159.0,5431026
2023-10-09,1154.05,1155.95,1147.5,1149.1,7576878
2023-10-10,1153.25,1158.95,1151.9,1154.2,10236032
2023-10-11,1157.2,1174.85,1156.5,1172.55,9814118
2023-10-12,1171.95,1179.7,1169.05,1174.7,12554450
2023-10-13,1170.0,1178.75,1164.55,1174.65,10150316
2023-10-16,1172.5,1177.3,1168.0,1172.0,5929036
2023-10-17,1178.0,1179.85,1170.65,1177.6,7928180
2023-10-18,1177.6,1183.5,1160.5,1162.0,8918320
2023-10-19,1156.0,1160.9,1150.5,1153.05,12032556
2023-10-20,1150.0,1157.35,1148.15,1149.55,8913312
2023-10-23,1145.0,1153.15,1127.6,1131.6,7853962
2023-10-25,1125.05,1140.6,1121.5,1128.95,11620688
2023-10-26,1125.5,1129.0,1110.15,1113.25,15222534
2023-10-27,1120.0,1136.75,1118.0,1132.9,11771084
2023-10-30,1137.0,1162.5,1134.95,1156.25,16813304
2023-10-31,1164.0,1164.0,1141.45,1143.95,12808438
2023-11-01,1144.55,1158.75,1137.6,1148.7,10309190
2023-11-02,1156.95,1162.15,1153.95,1160.1,10562104
2023-11-03,1163.6,1167.45,1157.85,1159.85,8850156
2023-11-06,1166.15,1170.0,1162.8,1169.5,10647304
2023-11-07,1167.0,1169.55,1159.8,1161.9,6960204
2023-11-08,1166.0,1170.5,1160.9,1167.95,7884494
2023-11-09,1167.95,1167.95,1152.1,1155.3,14513610
2023-11-10,1152.8,1158.2,1149.05,1157.45,7734954
2023-11-12,1163.05,1166.0,1161.25,1165.3,1419844
2023-11-13,1161.45,1162.3,1155.85,1157.3,3854810
2023-11-15,1170.0,1180.95,1163.5,1178.2,12220648
2023-11-16,1175.55,1187.05,1173.45,1180.35,13134910
2023-11-17,1176.45,1186.6,1176.05,1177.8,7758634
2023-11-20,1174.3,1179.2,1168.2,1174.7,4490186
2023-11-21,1183.0,1194.0,1180.1,1189.45,8214450
2023-11-22,1187.5,1197.2,1186.1,1194.1,8534814
2023-11-23,1194.1,1200.0,1194.1,1197.75,8531542
2023-11-24,1195.8,1201.3,1195.55,1196.95,6749486
2023-11-28,1196.95,1199.85,1187.6,1197.2,13792174
2023-11-29,1204.0,1205.95,1199.05,1200.35,12531306
2023-11-30,1197.35,1200.35,1184.95,1188.7,28439984
2023-12-01,1189.0,1198.2,1188.8,1197.15,14342842
2023-12-04,1225.0,1225.0,1199.3,1210.1,15590990
2023-12-05,1219.5,1220.45,1210.8,1218.85,12693624
2023-12-06,1223.55,1236.45,1217.5,1230.55,16422442
2023-12-07,1230.0,1230.5,1221.0,1228.55,8142096
2023-12-08,1231.95,1238.35,1222.5,1227.85,10204894
2023-12-11,1228.0,1233.8,1226.2,1229.7,7066138
2023-12-12,1230.0,1232.45,1210.05,1212.0,9197124
2023-12-13,1211.0,1219.2,1203.15,1216.95,10031182
2023-12-14,1227.0,1237.45,1221.3,1232.05,16972354
2023-12-15,1239.0,1250.0,1235.05,1247.8,15932152
2023-12-18,1247.8,1267.45,1245.5,1260.5,14165188
2023-12-19,1277.5,1286.95,1262.6,1279.05,16820604
2023-12-20,1285.55,1299.45,1260.0,1263.55,17736722
2023-12-21,1263.5,1286.75,1259.1,1281.3,13765454
2023-12-22,1279.8,1290.45,1273.8,1282.55,16541784
2023-12-26,1284.0,1296.0,1281.35,1289.0,7465664
2023-12-27,1291.0,1299.95,1286.55,1293.4,9204156
2023-12-28,1294.9,1306.0,1293.4,1302.75,12302636
2023-12-29,1305.55,1307.0,1289.65,1292.45,10864584
2024-01-01,1290.25,1303.4,1286.6,1295.1,4030540
2024-01-02,1292.5,1307.5,1286.5,1305.85,7448800
2024-01-03,1305.0,1317.0,1288.6,1291.65,9037536
2024-01-04,1294.0,1304.95,1289.55,1298.3,9612778
2024-01-05,1301.45,1309.95,1299.0,1303.85,8086406
2024-01-08,1305.0,1316.0,1284.45,1293.7,7734652
2024-01-09,1300.0,1303.4,1288.6,1290.25,5403074
2024-01-10,1288.5,1329.5,1287.55,1325.05,11102740
2024-01-11,1329.5,1362.5,1328.5,1359.9,23725852
2024-01-12,1359.9,1373.3,1345.75,1370.7,15012164
2024-01-15,1375.0,1396.45,1366.0,1394.15,8610594
2024-01-16,1389.95,1396.3,1370.5,1374.6,9069024
2024-01-17,1359.5,1386.3,1355.05,1361.6,12197382
2024-01-18,1351.4,1371.0,1351.25,1367.95,10279438
2024-01-19,1376.0,1376.0,1359.0,1367.45,10422704
2024-01-20,1365.0,1383.5,1350.0,1356.65,7283394
2024-01-23,1371.75,1371.75,1322.55,1328.55,20055420
2024-01-24,1335.2,1349.5,1323.95,1343.85,21919128
2024-01-25,1342.95,1364.15,1335.2,1353.05,11808872
2024-01-29,1364.5,1452.5,1360.2,1448.05,23893438
2024-01-30,1459.95,1459.95,1404.45,1407.6,14093978
2024-01-31,1404.0,1434.25,1402.5,1426.65,15130226
2024-02-01,1435.0,1443.35,1418.05,1426.65,13349362
2024-02-02,1433.2,1474.9,1433.2,1457.7,19652588
2024-02-05,1460.75,1470.5,1431.5,1439.0,8814432
2024-02-06,1441.85,1441.85,1419.8,1427.8,9047984
2024-02-07,1435.9,1449.5,1429.25,1442.15,9296568
2024-02-08,1450.0,1459.45,1427.55,1450.1,14694634
2024-02-09,1454.0,1471.95,1450.95,1460.75,12556798
2024-02-12,1460.75,1461.0,1442.35,1452.35,6674430
2024-02-13,1455.5,1479.0,1454.0,1465.1,7715594
2024-02-14,1457.5,1483.65,1457.5,1481.35,7117888
2024-02-15,1483.35,1484.75,1466.5,1470.6,10006782
2024-02-16,1476.45,1477.0,1458.55,1460.55,9767498
2024-02-19,1462.05,1479.5,1453.55,1474.0,6729828
2024-02-20,1475.05,1475.5,1461.8,1471.05,7117496
2024-02-21,1474.0,1488.55,1457.55,1467.7,12720292
2024-02-22,1468.15,1484.95,1458.0,1481.75,18493728
2024-02-23,1489.5,1497.55,1483.35,1493.65,14438584
2024-02-26,1493.55,1494.5,1482.5,1487.3,7513106
2024-02-27,1483.05,1499.95,1478.05,1485.65,10826044
2024-02-28,1483.0,1491.3,1450.2,1455.65,8647950
2024-02-29,1465.0,1478.95,1454.5,1460.8,23628976
2024-03-01,1463.5,1500.0,1462.5,1492.1,12132926
2024-03-02,1492.0,1500.45,1488.0,1491.05,716300
2024-03-04,1490.5,1512.45,1487.25,1507.4,10024420
2024-03-05,1505.75,1507.4,1486.05,1500.2,7107668
2024-03-06,1493.45,1509.0,1478.5,1503.0,7805676
2024-03-07,1503.0,1503.1,1475.55,1478.95,8315726
2024-03-11,1489.0,1489.0,1463.5,1466.6,11277130
2024-03-12,1466.6,1488.0,1465.05,1475.45,9432678
2024-03-13,1479.8,1483.1,1427.75,1432.15,13522134
2024-03-14,1439.7,1448.55,1425.5,1431.45,18571102
2024-03-15,1425.95,1433.2,1412.9,1418.2,19223818
2024-03-18,1420.0,1441.75,1416.5,1439.45,9169392
2024-03-19,1428.75,1437.6,1417.25,1425.25,8275764
2024-03-20,1427.95,1445.0,1424.0,1443.75,8488806
2024-03-21,1452.55,1457.9,1444.65,1451.0,13006936
2024-03-22,1449.95,1460.0,1447.35,1455.05,19527608
2024-03-26,1445.0,1452.4,1439.0,1441.6,11415906
2024-03-27,1448.0,1500.0,1447.0,1492.85,16326644
2024-03-28,1492.9,1505.95,1478.65,1485.85,21854364
2024-04-01,1492.45,1493.95,1482.5,1484.8,5013880
2024-04-02,1484.0,1494.0,1475.0,1486.95,8910166
2024-04-03,1482.05,1484.45,1468.9,1471.6,7008292
2024-04-04,1479.75,1479.75,1450.0,1462.95,14490272
2024-04-05,1460.85,1470.8,1456.0,1460.1,7442298
2024-04-08,1463.0,1491.0,1461.0,1486.0,8357118
2024-04-09,1489.0,1489.8,1462.5,1463.65,7071414
2024-04-10,1466.35,1487.0,1466.35,1479.55,9138330
2024-04-12,1475.85,1486.45,1463.05,1467.15,15551012
2024-04-15,1461.0,1482.1,1446.3,1464.8,12902062
2024-04-16,1453.35,1471.2,1450.9,1465.75,9366184
2024-04-18,1463.5,1486.0,1459.35,1464.3,19005692
2024-04-19,1456.8,1474.0,1443.05,1470.1,15741778
2024-04-22,1472.45,1482.85,1467.8,1479.85,10350362
2024-04-23,1479.0,1493.5,1455.55,1459.3,14605554
2024-04-24,1463.5,1468.55,1449.5,1450.2,10462776
2024-04-25,1442.5,1468.0,1441.5,1459.95,15943926
2024-04-26,1463.95,1465.0,1450.0,1452.55,9413848
2024-04-29,1450.0,1467.9,1450.0,1465.05,7247974
2024-04-30,1468.0,1483.05,1462.9,1467.0,11474262
2024-05-02,1472.0,1477.3,1464.15,1466.55,14512646
2024-05-03,1471.0,1474.95,1416.15,1434.0,17226958
2024-05-06,1435.5,1440.0,1418.0,1419.5,7394208
2024-05-07,1416.0,1420.75,1392.0,1401.45,14517472
2024-05-08,1397.5,1432.95,1397.5,1418.55,9439002
2024-05-09,1413.0,1423.75,1390.0,1394.15,11009612
2024-05-10,1396.75,1410.0,1388.05,1407.45,10505096
2024-05-13,1399.9,1406.95,1384.0,1402.7,8456620
2024-05-14,1401.0,1427.05,1400.05,1420.05,7188300
2024-05-15,1420.5,1429.95,1413.05,1416.3,5046534
2024-05-16,1418.55,1427.5,1398.05,1425.35,14711774
2024-05-17,1423.05,1437.2,1413.25,1435.7,10916476
2024-05-18,1437.5,1439.5,1432.7,1434.8,426040
2024-05-21,1425.6,1441.8,1425.6,1436.15,11176128
2024-05-22,1436.3,1468.8,1436.3,1460.65,10281604
2024-05-23,1458.55,1492.25,1455.0,1486.05,14608260
2024-05-24,1483.65,1488.5,1476.1,1480.25,7094776
2024-05-27,1480.2,1484.9,1461.55,1466.25,6629010
2024-05-28,1468.0,1478.5,1452.75,1456.2,7820162
2024-05-29,1446.5,1458.0,1438.45,1440.75,7383556
2024-05-30,1435.5,1440.4,1420.1,1424.85,13206858
2024-05-31,1431.3,1442.25,1422.25,1430.4,31069832
2024-06-03,1483.0,1514.5,1459.0,1510.35,21527942
2024-06-04,1498.05,1498.05,1359.3,1397.3,36709098
2024-06-05,1422.0,1431.15,1384.1,1420.75,17464890
2024-06-06,1435.0,1443.7,1421.35,1431.6,17855722
2024-06-07,1428.5,1472.0,1426.5,1469.95,18558696
2024-06-10,1469.95,1493.35,1468.05,1471.4,9251760
2024-06-11,1469.0,1473.7,1454.65,1456.7,11774902
2024-06-12,1457.5,1476.0,1455.2,1463.3,10081742
2024-06-13,1472.0,1472.25,1460.1,1465.25,9181160
2024-06-14,1470.0,1479.65,1457.25,1477.55,8157998
2024-06-18,1487.35,1487.4,1471.35,1481.05,7196766
2024-06-19,1487.5,1487.5,1456.0,1458.65,8725874
2024-06-20,1459.0,1482.85,1450.1,1473.7,16113776
2024-06-21,1473.65,1474.7,1440.55,1454.2,31170360
2024-06-24,1445.55,1449.5,1437.5,1441.45,8878386
2024-06-25,1443.0,1455.9,1441.0,1454.15,7045386
2024-06-26,1446.05,1518.95,1445.1,1514.0,22014882
2024-06-27,1513.75,1537.5,1506.0,1530.55,28383030
2024-06-28,1531.05,1581.0,1531.05,1565.4,28957336
2024-07-01,1562.55,1579.4,1555.7,1560.15,7724306
2024-07-02,1569.5,1573.5,1557.0,1565.2,7749246
2024-07-03,1566.3,1575.0,1542.75,1552.45,9049620
2024-07-04,1557.0,1567.5,1550.8,1554.0,6837176
2024-07-05,1553.8,1598.5,1548.0,1588.65,12269710
2024-07-08,1589.0,1608.8,1582.55,1600.9,9500806
2024-07-09,1597.6,1600.5,1580.5,1590.25,6960002
2024-07-10,1595.0,1597.5,1563.15,1584.25,7134578
2024-07-11,1587.5,1604.25,1570.5,1580.65,11940946
2024-07-12,1584.5,1605.15,1574.5,1596.75,12924784
2024-07-15,1604.45,1605.85,1585.5,1597.25,5329688
2024-07-16,1593.5,1600.0,1569.15,1576.25,9386838
2024-07-18,1576.0,1593.9,1557.85,1586.7,12298374
2024-07-19,1586.0,1589.95,1552.8,1555.15,13140390
2024-07-22,1537.25,1537.5,1499.3,1500.7,19674376
2024-07-23,1501.0,1505.75,1463.0,1487.9,18052044
2024-07-24,1485.0,1509.5,1476.4,1495.7,11913362
2024-07-25,1481.0,1500.5,1477.05,1492.4,12519876
2024-07-26,1492.4,1512.45,1490.35,1509.0,9859940
2024-07-29,1511.95,1527.5,1511.8,1520.1,7538550
2024-07-30,1517.0,1525.0,1510.0,1513.15,8228208
2024-07-31,1504.0,1510.45,1501.15,1505.45,10057346
2024-08-01,1512.0,1518.0,1504.3,1515.3,10764222
2024-08-02,1505.0,1509.3,1493.25,1499.3,10268248
2024-08-05,1480.0,1483.9,1433.25,1447.3,17046704
2024-08-06,1455.15,1477.5,1451.3,1456.05,10236186
2024-08-07,1469.0,1472.5,1461.5,1464.8,8174568
2024-08-08,1457.55,1465.0,1445.9,1449.15,12387192
2024-08-09,1460.0,1476.5,1456.0,1474.3,6249776
2024-08-12,1470.0,1473.0,1457.75,1460.65,8184584
2024-08-13,1460.75,1470.05,1458.0,1463.65,6265064
2024-08-14,1463.55,1472.0,1453.7,1461.85,6267466
2024-08-16,1468.65,1480.4,1458.05,1478.2,9416902
2024-08-19,1482.5,1498.3,1480.5,1488.4,13797742
2024-08-20,1497.25,1503.95,1490.05,1495.95,8411808
2024-08-21,1493.25,1507.9,1490.0,1498.7,7769996
2024-08-22,1503.0,1506.5,1490.65,1498.15,10445782
2024-08-23,1503.75,1511.3,1498.4,1499.95,9249654
2024-08-26,1506.95,1523.0,1503.0,1512.6,8816114
2024-08-27,1510.5,1513.5,1499.45,1500.45,6251156
2024-08-28,1505.0,1507.45,1493.0,1498.3,9610286
2024-08-29,1503.1,1537.0,1494.0,1520.9,38335358
2024-08-30,1534.0,1539.75,1503.3,1509.6,41620730
2024-09-02,1510.85,1526.8,1506.65,1516.25,11240852
2024-09-03,1521.25,1523.0,1507.5,1509.15,10923800
2024-09-04,1500.7,1517.5,1499.5,1514.55,11983304
2024-09-05,1519.05,1525.75,1487.05,1493.0,16264168
2024-09-06,1492.5,1497.0,1461.65,1464.8,19394228
2024-09-09,1466.5,1469.95,1455.6,1462.45,9010298
2024-09-10,1460.5,1472.05,1457.55,1461.5,10768260
2024-09-11,1463.05,1468.75,1447.55,1451.5,9760202
2024-09-12,1457.0,1486.0,1445.85,1479.8,22349376
2024-09-13,1476.4,1483.15,1469.5,1472.6,8711328
2024-09-16,1477.55,1480.9,1464.75,1471.35,5481774
2024-09-17,1474.0,1477.45,1466.65,1472.3,5935328
2024-09-18,1470.0,1482.0,1460.55,1463.45,8574714
2024-09-19,1466.25,1476.5,1455.55,1469.65,16955902
2024-09-20,1474.0,1495.0,1471.35,1485.9,30897320
2024-09-23,1491.0,1501.5,1488.95,1493.35,8832314
2024-09-24,1488.5,1500.5,1487.9,1489.4,17137444
2024-09-25,1483.9,1496.5,1480.2,1493.95,7069002
2024-09-26,1490.65,1504.0,1488.05,1497.95,18818998
2024-09-27,1499.0,1533.5,1492.0,1526.2,20597478
2024-09-30,1519.4,1524.95,1474.4,1476.6,27008814
2024-10-01,1480.65,1487.95,1462.85,1464.8,16431642
2024-10-03,1436.6,1449.4,1402.05,1406.95,37757294
2024-10-04,1403.95,1417.35,1381.8,1386.5,37072876
2024-10-07,1393.5,1396.5,1361.35,1370.7,22181340
2024-10-08,1373.0,1401.0,1365.1,1397.35,17020808
2024-10-09,1397.55,1401.0,1372.5,1374.6,14310610
2024-10-10,1380.05,1386.0,1369.45,1371.05,22358646
2024-10-11,1370.0,1383.25,1368.8,1372.1,7980122
2024-10-14,1379.45,1380.05,1368.25,1372.55,12221432
2024-10-15,1358.55,1371.7,1340.7,1344.0,33762794
2024-10-16,1340.0,1364.0,1337.6,1354.1,20034438
2024-10-17,1365.7,1368.45,1352.05,1356.45,15543660
2024-10-18,1352.15,1368.4,1341.3,1359.3,12082452
2024-10-21,1367.1,1374.0,1357.7,1369.2,14067408
2024-10-22,1369.2,1376.0,1340.2,1343.35,15831960
2024-10-23,1337.5,1357.45,1335.0,1338.55,17214742
2024-10-24,1335.25,1343.7,1323.15,1339.8,22155934
2024-10-25,1343.5,1344.35,1322.0,1327.85,18597496
2024-10-28,1337.0,1353.0,1322.1,1334.35,10824350
2024-10-29,1328.1,1343.2,1320.3,1340.0,12008361
2024-10-30,1335.0,1350.0,1325.35,1343.9,11984423
2024-10-31,1340.0,1343.0,1326.15,1332.05,9331650
2024-11-01,1333.05,1341.95,1333.0,1338.65,2127335
2024-11-04,1337.85,1340.0,1285.1,1302.15,19796890
2024-11-05,1293.0,1309.55,1286.15,1305.3,16267479
2024-11-06,1310.0,1328.3,1300.2,1325.35,21625209
2024-11-07,1324.0,1324.0,1302.6,1305.65,9611974
2024-11-08,1297.65,1301.65,1275.0,1283.75,19814406
2024-11-11,1278.95,1286.0,1267.0,1272.7,9056552
2024-11-12,1275.55,1289.3,1267.5,1274.25,10671091
2024-11-13,1270.25,1275.45,1249.5,1252.05,14633633
2024-11-14,1253.6,1272.6,1251.1,1267.6,12612633
2024-11-18,1267.6,1272.9,1243.9,1260.75,13620611
2024-11-19,1260.75,1281.5,1235.15,1241.65,14183746
2024-11-21,1241.65,1243.95,1217.25,1223.0,19433843
2024-11-22,1229.4,1268.85,1222.45,1265.4,20471957
2024-11-25,1290.0,1304.45,1282.45,1287.0,28923341
2024-11-26,1294.95,1297.85,1284.2,1295.7,9247557
2024-11-27,1293.5,1303.85,1286.0,1293.2,9572746
2024-11-28,1289.95,1296.6,1269.05,1270.8,15027412
2024-11-29,1280.0,1299.5,1275.25,1292.2,13202307
2024-12-02,1288.0,1311.35,1277.05,1309.15,11024152
2024-12-03,1317.0,1326.8,1307.0,1323.3,16869482
2024-12-04,1326.0,1328.4,1304.05,1308.95,19608540
2024-12-05,1314.35,1329.95,1306.15,1322.05,16858723
2024-12-06,1323.9,1323.9,1310.0,1311.55,9037514
2024-12-09,1303.0,1315.0,1293.1,1295.15,14650002
2024-12-10,1289.25,1294.9,1280.2,1284.85,16043729
2024-12-11,1285.0,1290.0,1276.05,1278.2,11724373
2024-12-12,1270.0,1278.2,1260.6,1262.9,20906813
2024-12-13,1260.0,1275.2,1239.6,1272.85,28630222
2024-12-16,1275.0,1281.0,1266.55,1268.3,9486781
2024-12-17,1261.05,1263.9,1242.8,1245.3,17462791
2024-12-18,1240.65,1259.95,1240.65,1253.25,12670179
2024-12-19,1239.0,1244.9,1229.0,1230.45,14244653
2024-12-20,1224.0,1239.5,1201.5,1205.3,20312896
2024-12-23,1215.0,1227.2,1213.2,1222.3,10052824
2024-12-24,1222.3,1233.55,1221.0,1222.75,6734917
2024-12-26,1224.25,1227.7,1214.25,1216.55,10016178
2024-12-27,1218.3,1227.9,1217.0,1221.05,7000397
2024-12-30,1216.4,1223.2,1208.1,1210.7,8818766
2024-12-31,1208.0,1219.1,1206.15,1215.45,6405475
2025-01-01,1214.85,1226.3,1211.6,1221.25,5892590
2025-01-02,1221.25,1244.45,1220.0,1241.8,15486276
2025-01-03,1243.9,1262.05,1235.5,1251.15,15521102
2025-01-06,1253.95,1262.0,1215.0,1218.0,14816766
2025-01-07,1222.0,1244.5,1221.25,1240.85,10070505
2025-01-08,1249.0,1271.05,1245.35,1265.5,19346579
2025-01-09,1267.0,1269.75,1248.05,1254.75,12794704
2025-01-10,1253.85,1256.75,1236.0,1241.9,8120332
2025-01-13,1230.0,1245.25,1226.4,1239.85,13764861
2025-01-14,1244.1,1253.35,1227.25,1238.75,13095266
2025-01-15,1244.95,1257.0,1241.85,1252.2,9578856
2025-01-16,1258.9,1275.0,1251.3,1266.45,14117603
2025-01-17,1322.25,1326.0,1285.0,1302.35,29366277
2025-01-20,1316.0,1316.0,1300.25,1305.45,14040244
2025-01-21,1310.5,1313.0,1270.2,1273.7,14562976
2025-01-22,1278.3,1282.9,1268.7,1277.1,10273590
2025-01-23,1270.0,1277.35,1261.6,1263.65,8720682
2025-01-24,1266.0,1273.0,1243.5,1246.3,14235970
2025-01-27,1239.1,1240.45,1220.0,1229.35,9536019
2025-01-28,1238.0,1244.75,1218.5,1234.4,10568025
2025-01-29,1236.0,1242.75,1228.05,1235.5,5928156
2025-01-30,1235.55,1257.0,1232.4,1253.05,9269259
2025-01-31,1255.85,1267.0,1249.0,1265.1,6584612
2025-02-01,1265.1,1270.55,1241.0,1264.6,7118453
2025-02-03,1251.0,1256.0,1237.55,1245.9,9252345
2025-02-04,1248.05,1288.8,1246.6,1285.2,16691069
2025-02-05,1282.65,1290.5,1276.7,1278.2,10112028
2025-02-06,1273.7,1288.0,1270.35,1281.55,9956001
2025-02-07,1276.15,1283.7,1262.0,1266.7,8764283
2025-02-10,1264.5,1266.5,1245.55,1253.65,6970972
2025-02-11,1264.55,1264.55,1230.1,1234.85,8859714
2025-02-12,1219.45,1226.9,1193.35,1216.55,21131654
2025-02-13,1217.05,1228.0,1212.0,1216.1,8511216
2025-02-14,1219.0,1224.0,1205.45,1217.25,10298145
2025-02-17,1211.1,1227.5,1204.5,1224.9,8166683
2025-02-18,1224.85,1229.9,1216.1,1225.4,6673250
2025-02-19,1219.5,1232.75,1217.55,1227.45,6217338
2025-02-20,1223.95,1239.35,1222.0,1233.0,7795582
2025-02-21,1228.7,1240.0,1222.15,1228.15,6904025
2025-02-24,1216.55,1223.25,1210.5,1214.55,7172498
2025-02-25,1211.0,1221.0,1201.5,1204.0,11552182
2025-02-27,1212.8,1215.0,1200.65,1207.1,11509215
2025-02-28,1202.0,1217.35,1193.3,1200.1,23007298
2025-03-03,1204.0,1206.45,1156.0,1171.25,17944938
2025-03-04,1162.2,1174.0,1159.55,1161.9,11377373
2025-03-05,1161.0,1183.0,1157.0,1175.6,8664095
2025-03-06,1197.0,1213.95,1185.15,1209.6,14468014
2025-03-07,1216.0,1254.8,1212.0,1249.8,16474965
2025-03-10,1245.0,1258.0,1235.4,1238.4,11931051
2025-03-11,1240.0,1249.5,1229.75,1247.3,10089838
2025-03-12,1258.0,1263.0,1244.0,1257.05,11977555
2025-03-13,1260.05,1264.15,1243.85,1247.9,9505270
2025-03-17,1242.15,1257.4,1233.1,1238.85,16640952
2025-03-18,1244.7,1248.35,1235.0,1238.8,15745877
2025-03-19,1241.05,1253.25,1238.8,1247.15,16162399
2025-03-20,1251.85,1273.0,1250.05,1269.15,15971477
2025-03-21,1275.0,1281.0,1270.1,1276.35,21780769
2025-03-24,1291.0,1306.0,1284.25,1302.1,20299319
2025-03-25,1307.7,1307.7,1282.6,1285.45,13713899
2025-03-26,1291.0,1293.8,1268.75,1273.05,12074747
2025-03-27,1278.15,1285.0,1271.3,1278.2,15028056
2025-03-28,1280.0,1295.75,1269.0,1275.1,18147129
2025-04-01,1264.6,1277.9,1249.3,1252.6,12099648
2025-04-02,1247.55,1255.55,1243.9,1251.15,10142590
2025-04-03,1233.05,1251.8,1233.05,1248.7,7434366
2025-04-04,1241.1,1245.45,1193.15,1204.7,17908652
2025-04-07,1132.2,1171.25,1114.85,1165.7,22156106
2025-04-08,1172.0,1196.6,1163.3,1182.2,19555040
2025-04-09,1169.5,1189.8,1168.0,1185.35,10223104
2025-04-11,1195.15,1222.65,1195.15,1218.95,11224242
2025-04-15,1251.0,1251.0,1237.1,1240.1,13378535
2025-04-16,1234.1,1240.9,1229.0,1239.3,8248464
2025-04-17,1240.2,1280.2,1227.6,1274.5,15398401
2025-04-21,1270.0,1300.9,1267.0,1295.5,10429964
2025-04-22,1300.0,1303.9,1286.3,1291.2,13051707
2025-04-23,1297.0,1306.0,1285.4,1300.0,10480888
2025-04-24,1292.4,1304.5,1290.3,1301.6,10468940
2025-04-25,1303.5,1325.2,1288.1,1300.4,14431012
2025-04-28,1340.0,1374.6,1320.2,1368.8,31104496
2025-04-29,1371.0,1410.9,1370.0,1399.7,32538970
2025-04-30,1402.0,1412.4,1369.0,1405.0,25480745
2025-05-02,1414.0,1426.7,1409.1,1422.4,17535402
2025-05-05,1431.0,1439.5,1426.9,1431.3,12685649
2025-05-06,1431.0,1432.0,1410.6,1420.9,14084117
2025-05-07,1420.9,1424.4,1402.7,1406.0,13440169
2025-05-08,1404.1,1420.8,1398.0,1407.0,16106175
2025-05-09,1385.5,1394.8,1374.5,1377.2,13668904
2025-05-12,1400.0,1439.0,1400.0,1436.5,10674081
2025-05-13,1433.5,1447.7,1412.4,1415.7,11407896
2025-05-14,1420.0,1429.9,1415.5,1424.4,5570160
2025-05-15,1425.0,1461.4,1412.7,1454.2,20177211
